n_params,loss,mechanism_type,rate_equation,eq_hash,fit_inherited_from_estimate,K1,K10,K11,K12,K2,K3,K4,K5,K6,K7,K8,K9,L,k10f,k11f,k1f,k1r,k2f,k2r,k3f,k3r,k4f,k4r,k9f
6,0.019380228539168206,"AllostericEnzymeMechanism{EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 5), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}, (4, (:OnlyR, :EqualRT, :EqualRT, :EqualRT, :EqualRT)), ()}","(; K1, K2, K3, K4, k10f, L, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
k10r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k10f
v = E_total * (4 * (k10f * NADH * Pyruvate / (K3 * K4) - k10r * Lactate * NAD / (K1 * K2)) * ((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 3) / (((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 4 + L * (1 + NAD / K2 + NADH / K3 + Pyruvate / K4 + NAD * Pyruvate / (K2 * K4) + NADH * Pyruvate / (K3 * K4)) ^ 4)",6c6244d9bcd2beb4,,0.01443106602851374,,,,0.0007876293829759378,1.2527679527373162e-5,5.611090775105129e-5,,,,,,0.002543769615588013,0.250635942403897,,,,,,,,,,
6,0.019380254556526123,"AllostericEnzymeMechanism{EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 5), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}, (4, (:EqualRT, :EqualRT, :EqualRT, :EqualRT, :EqualRT)), ()}","(; K1, K2, K3, K4, k10f, L, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
k10r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k10f
K1_T = K1
K2_T = K2
K3_T = K3
K4_T = K4
k10f_T = k10f
k10r_T = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k10f
v = E_total * (4 * ((k10f * NADH * Pyruvate / (K3 * K4) - k10r * Lactate * NAD / (K1 * K2)) * ((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 3 + L * (k10f * NADH * Pyruvate / (K3 * K4) - k10r * Lactate * NAD / (K1 * K2)) * ((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 3)) / (((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 4 + L * ((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 4)",edd85dba3c3632b2,,0.0144813432522916,,,,0.0007876261316039287,1.2527606828247554e-5,5.6096728456339316e-5,,,,,,1.1074286417732746e6,0.24999999999999997,,,,,,,,,,
6,0.019380254697783636,"AllostericEnzymeMechanism{EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 5), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}, (4, (:EqualRT, :OnlyR, :EqualRT, :EqualRT, :EqualRT)), ()}","(; K1, K2, K3, K4, k10f, L, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
k10r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k10f
v = E_total * (4 * (k10f * NADH * Pyruvate / (K3 * K4) - k10r * Lactate * NAD / (K1 * K2)) * ((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 3) / (((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 4 + L * (1 + Lactate / K1 + NADH / K3 + Pyruvate / K4 + Lactate * NADH / (K1 * K3) + NADH * Pyruvate / (K3 * K4)) ^ 4)",236f070a95705617,,0.014481340173903274,,,,0.0007876258333226286,1.2527606796582648e-5,5.6096719712686156e-5,,,,,,3.059023226978851e-7,0.25000007647558065,,,,,,,,,,
6,0.01938025694895352,"AllostericEnzymeMechanism{EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 5), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}, (4, (:EqualRT, :EqualRT, :OnlyR, :EqualRT, :EqualRT)), ()}","(; K1, K2, K3, K4, k10f, L, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
k10r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k10f
v = E_total * (4 * (k10f * NADH * Pyruvate / (K3 * K4) - k10r * Lactate * NAD / (K1 * K2)) * ((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 3) / (((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 4 + L * (1 + Lactate / K1 + NAD / K2 + Pyruvate / K4 + Lactate * NAD / (K1 * K2) + NAD * Pyruvate / (K2 * K4)) ^ 4)",57b9ddd1d12fd47d,,0.014481342161152974,,,,0.000787626397322107,1.2527604198668069e-5,5.609673255280443e-5,,,,,,3.059023205171304e-7,0.25000000000000006,,,,,,,,,,
6,0.01938025623115188,"AllostericEnzymeMechanism{EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 5), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}, (4, (:EqualRT, :EqualRT, :EqualRT, :OnlyR, :EqualRT)), ()}","(; K1, K2, K3, K4, k10f, L, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
k10r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k10f
v = E_total * (4 * (k10f * NADH * Pyruvate / (K3 * K4) - k10r * Lactate * NAD / (K1 * K2)) * ((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 3) / (((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 4 + L * (1 + Lactate / K1 + NAD / K2 + NADH / K3 + Lactate * NAD / (K1 * K2) + Lactate * NADH / (K1 * K3)) ^ 4)",2c44453a7ed606e8,,0.014481342390300883,,,,0.0007876261669057903,1.2527606219291666e-5,5.6096712540383047e-5,,,,,,3.059024638562739e-7,0.25,,,,,,,,,,
6,0.019380254556525988,"AllostericEnzymeMechanism{EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 5), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}, (4, (:EqualRT, :EqualRT, :EqualRT, :EqualRT, :OnlyR)), ()}","(; K1, K2, K3, K4, k10f, L, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
k10r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k10f
v = E_total * (4 * (k10f * NADH * Pyruvate / (K3 * K4) - k10r * Lactate * NAD / (K1 * K2)) * ((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 3) / (((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2 + NADH / K3)) ^ 4 + L * (1 + Lactate / K1 + NAD / K2 + NADH / K3 + Pyruvate / K4 + Lactate * NAD / (K1 * K2) + Lactate * NADH / (K1 * K3) + NAD * Pyruvate / (K2 * K4) + NADH * Pyruvate / (K3 * K4)) ^ 4)",39bf4265f68ffd40,,0.014481341668341047,,,,0.0007876262039977388,1.2527606043666496e-5,5.6096721252978464e-5,,,,,,4.568601513736972e-6,0.2500011421503784,,,,,,,,,,
6,0.01501726943313081,"EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), false, 4), ((:E_Lactate, :NAD), (:E_Lactate_NAD,), true, 2), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), false, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), false, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 5), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}","(; K1, K2, K3, k4f, k4r, k11f, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
k11r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * k4f * (1 / k4r) * k11f
v = E_total * (k11f * k4f * NADH * Pyruvate / K3 + k11f * k4f * NADH ^ 2 * Pyruvate / K3 ^ 2 + (NAD / K2) * (k11f * k4f * NADH * Pyruvate / K3 - (k11r * k4r * Lactate / K1 + k11r * k4r * Lactate * NAD / (K1 * K2) + k11r * k4r * Lactate * NADH / (K1 * K3)))) / ((1 + NAD / K2 + NADH / K3) * (1 + Lactate / K1) * (k4r + k4r * NAD / K2 + k11f * NADH / K3 + k4r * NADH / K3) + (1 + NAD / K2 + NADH / K3) * (k4f * Pyruvate + k11r * Lactate * NAD / (K1 * K2) + k4f * NAD * Pyruvate / K2 + k4f * NADH * Pyruvate / K3))",2376445dbb6a99c8,,0.02127150823298031,,,,0.0009442900147448146,2.322707067514374e-5,,,,,,,,,1.0000000000000002,,,,,,,12287.257070076928,0.4556102086001281,
6,0.019380254557874736,"EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), false, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NAD), (:E_Lactate_NAD,), false, 2), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 5), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), false, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}","(; K1, k2f, k2r, K3, K4, k11f, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
k11r = (1 / Keq) * (1 / (1 / K1)) * (1 / k2f) * k2r * (1 / K3) * (1 / K4) * k11f
v = E_total * (k11f * k2r * NADH * Pyruvate / (K3 * K4) + k11f * k2r * NADH * Pyruvate ^ 2 / (K3 * K4 ^ 2) + (Lactate / K1) * (k11f * k2r * NADH * Pyruvate / (K3 * K4) - (k11r * k2f * NAD + k11r * k2f * Lactate * NAD / K1 + k11r * k2f * NAD * Pyruvate / K4))) / ((1 + Lactate / K1 + Pyruvate / K4) * (1 + NADH / K3) * (k2r + k11r * Lactate / K1 + k2r * Lactate / K1 + k2r * Pyruvate / K4) + (1 + Lactate / K1 + Pyruvate / K4) * (k2f * NAD + k2f * Lactate * NAD / K1 + k11f * NADH * Pyruvate / (K3 * K4) + k2f * NAD * Pyruvate / K4))",59c1a41c9b37db30,,0.014481352362260369,,,,,1.2527605016040516e-5,5.6096734082241255e-5,,,,,,,,1.00000000019136,,,6.634819043351249e12,5.225752501144744e9,,,,,
6,0.015017269433130712,"EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), false, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NAD), (:E_Lactate_NAD,), true, 2), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), false, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 5), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), false, 3))}","(; K1, K2, k3f, k3r, K4, k11f, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
k11r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * k3f * (1 / k3r) * (1 / K4) * k11f
v = E_total * (k11f * k3f * NADH * Pyruvate / K4 + k11f * k3f * NADH * Pyruvate ^ 2 / K4 ^ 2 + (Lactate / K1) * (k11f * k3f * NADH * Pyruvate / K4 - (k11r * k3r * NAD / K2 + k11r * k3r * Lactate * NAD / (K1 * K2) + k11r * k3r * NAD * Pyruvate / (K2 * K4)))) / ((1 + Lactate / K1 + Pyruvate / K4) * (1 + NAD / K2) * (k3r + k3r * Lactate / K1 + k11f * Pyruvate / K4 + k3r * Pyruvate / K4) + (1 + Lactate / K1 + Pyruvate / K4) * (k3f * NADH + k11r * Lactate * NAD / (K1 * K2) + k3f * Lactate * NADH / K1 + k3f * NADH * Pyruvate / K4))",3126f31c988b5de7,,0.02127150691268327,,,,0.0009442901209465357,,0.00011846502151843539,,,,,,,,1.0,,,,,62668.69963427566,0.4556102972121769,,,
6,0.01938025455662718,"EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), false, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NAD), (:E_Lactate_NAD,), true, 2), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), false, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), false, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 5), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}","(; k1f, k1r, K2, K3, K4, k11f, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
k11r = (1 / Keq) * (1 / k1f) * k1r * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k11f
v = E_total * (k11f * k1r * NADH * Pyruvate / (K3 * K4) + k11f * k1r * NADH ^ 2 * Pyruvate / (K3 ^ 2 * K4) + (NAD / K2) * (k11f * k1r * NADH * Pyruvate / (K3 * K4) - (k11r * k1f * Lactate + k11r * k1f * Lactate * NAD / K2 + k11r * k1f * Lactate * NADH / K3))) / ((1 + NAD / K2 + NADH / K3) * (1 + Pyruvate / K4) * (k1r + k11r * NAD / K2 + k1r * NAD / K2 + k1r * NADH / K3) + (1 + NAD / K2 + NADH / K3) * (k1f * Lactate + k1f * Lactate * NAD / K2 + k11f * NADH * Pyruvate / (K3 * K4) + k1f * Lactate * NADH / K3))",d319a28c0f2a13cc,,,,,,0.0007876263003561935,1.2527608198229329e-5,5.609673180460958e-5,,,,,,,,1.0000000000143672,4.806381049247145e12,6.960284225341454e10,,,,,,,
5,0.019380254556525922,"EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NAD), (:E_Lactate_NAD,), true, 2), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 5), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 5), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 6), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}","(; K1, K2, K3, K4, k11f, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
K8 = 1 / (1 / K4)
k11r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k11f
v = E_total * (k11f * NADH * Pyruvate / (K3 * K8) - k11r * Lactate * NAD / (K1 * K2)) / (Pyruvate / K4 + NAD * Pyruvate / (K2 * K8) + NADH * Pyruvate / (K3 * K8) + (1 + NAD / K2 + NADH / K3) * (1 + Lactate / K1))",f5728e6ea6247068,,0.014481341819526409,,,,0.0007876262072004157,1.2527606582283894e-5,5.609672312086086e-5,,,,,,,,1.0000000000000002,,,,,,,,,
5,0.019380254556525905,"EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NAD), (:E_Lactate_NAD,), true, 2), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 5), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 6), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}","(; K1, K2, K3, K4, k11f, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
K8 = 1 / (1 / K4)
k11r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k11f
v = E_total * (k11f * NADH * Pyruvate / (K3 * K4) - k11r * Lactate * NAD / (K1 * K2)) / (Pyruvate / K4 + NAD * Pyruvate / (K2 * K8) + NADH * Pyruvate / (K3 * K4) + (1 + NAD / K2 + NADH / K3) * (1 + Lactate / K1))",3d916da0167f365e,,0.014481342134130793,,,,0.0007876262379432676,1.252760656162539e-5,5.609672313768878e-5,,,,,,,,1.0,,,,,,,,,
5,0.01938025455652592,"EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NAD), (:E_Lactate_NAD,), true, 2), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 5), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 6), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 2), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}","(; K1, K2, K3, K4, k11f, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
K10 = 1 / (1 / K4)
k11r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k11f
v = E_total * (k11f * NADH * Pyruvate / (K10 * K3) - k11r * Lactate * NAD / (K1 * K2)) / (Pyruvate / K4 + NADH * Pyruvate / (K10 * K3) + NAD * Pyruvate / (K2 * K4) + (1 + NAD / K2 + NADH / K3) * (1 + Lactate / K1))",7bdf9109c5e87be8,,0.014481342382866394,,,,0.0007876262376959198,1.2527606876847707e-5,5.609672605685834e-5,,,,,,,,1.0,,,,,,,,,
5,0.019380254556525974,"EnzymeMechanism{((:NADH, :Pyruvate), (:Lactate, :NAD), ()), (((:E, :Lactate), (:E_Lactate,), true, 1), ((:E, :NAD), (:E_NAD,), true, 2), ((:E, :NADH), (:E_NADH,), true, 3), ((:E, :Pyruvate), (:E_Pyruvate,), true, 4), ((:E_Lactate, :NAD), (:E_Lactate_NAD,), true, 5), ((:E_Lactate, :NADH), (:E_Lactate_NADH,), true, 3), ((:E_NAD, :Lactate), (:E_Lactate_NAD,), true, 1), ((:E_NAD, :Pyruvate), (:E_NAD_Pyruvate,), true, 4), ((:E_NADH, :Lactate), (:E_Lactate_NADH,), true, 1), ((:E_NADH, :Pyruvate), (:E_NADH_Pyruvate,), true, 4), ((:E_NADH_Pyruvate,), (:E_Lactate_NAD,), false, 6), ((:E_Pyruvate, :NAD), (:E_NAD_Pyruvate,), true, 5), ((:E_Pyruvate, :NADH), (:E_NADH_Pyruvate,), true, 3))}","(; K1, K2, K3, K4, k11f, Keq, E_total) = params
(; NADH, Pyruvate, Lactate, NAD) = concs
K5 = 1 / (1 / K2)
k11r = (1 / Keq) * (1 / (1 / K1)) * (1 / (1 / K2)) * (1 / K3) * (1 / K4) * k11f
v = E_total * (k11f * NADH * Pyruvate / (K3 * K4) - k11r * Lactate * NAD / (K1 * K5)) / (NAD / K2 + Lactate * NAD / (K1 * K5) + NAD * Pyruvate / (K2 * K4) + (1 + Lactate / K1 + Pyruvate / K4) * (1 + NADH / K3))",477a12933804bc22,,0.01448134211402628,,,,0.0007876262149642276,1.2527605800677144e-5,5.609672195933734e-5,,,,,,,,1.0,,,,,,,,,
